age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,avg_grade,school_GP,school_MS,sex_F,sex_M,address_R,address_U,famsize_GT3,famsize_LE3,Pstatus_A,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_no,schoolsup_yes,famsup_no,famsup_yes,paid_no,paid_yes,activities_no,activities_yes,nursery_no,nursery_yes,higher_no,higher_yes,internet_no,internet_yes,romantic_no,romantic_yes
17,2,3,1,2,0,5,3,3,1,3,3,2,11.666666666666666,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False
18,2,1,4,2,0,4,3,2,4,5,3,14,9.0,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
17,2,1,2,3,0,3,2,3,1,2,3,10,11.333333333333334,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True
17,4,3,1,2,0,3,2,3,1,2,3,14,13.333333333333334,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True
17,2,2,2,2,0,4,5,2,1,1,1,4,11.0,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
17,4,4,1,2,0,4,5,5,1,3,2,14,9.666666666666666,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True
16,4,4,1,2,0,4,2,4,2,4,1,2,13.333333333333334,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
16,1,1,2,2,0,3,4,2,1,1,5,18,7.333333333333333,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
16,3,2,2,3,0,5,3,3,1,3,2,10,10.0,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True
17,2,2,1,2,0,4,4,2,5,5,4,4,13.333333333333334,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True
16,2,1,1,1,0,4,5,2,1,1,5,20,12.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
17,2,1,3,2,0,2,1,1,1,1,3,2,11.666666666666666,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False
18,2,2,1,2,1,5,5,4,3,5,2,0,4.666666666666667,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False
17,4,3,2,2,0,2,5,5,1,4,5,14,12.0,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True
17,4,4,2,2,0,3,3,3,2,3,4,2,11.0,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
16,4,3,1,1,0,5,4,5,1,1,3,0,2.0,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False
16,4,4,1,1,0,5,3,2,1,2,5,0,12.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False
18,2,1,2,3,0,4,4,4,1,1,3,0,2.3333333333333335,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True
16,2,1,3,1,0,4,3,3,1,1,4,6,18.0,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
17,2,3,2,1,0,5,2,2,1,1,2,4,12.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
22,3,1,1,1,3,5,4,5,5,5,1,16,7.333333333333333,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
18,3,3,1,2,1,4,3,3,1,3,5,8,4.333333333333333,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True
16,0,2,1,1,0,4,3,2,2,4,5,0,14.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
18,3,2,2,1,1,4,4,5,2,4,5,0,7.333333333333333,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False
16,3,3,3,2,0,5,3,3,1,3,2,6,9.0,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False
18,2,1,1,1,1,3,2,5,2,5,5,4,7.666666666666667,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
16,2,1,2,1,0,3,3,2,1,3,3,0,8.333333333333334,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False
17,2,1,1,1,0,4,4,2,2,4,5,0,10.666666666666666,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
17,1,1,2,1,1,4,4,4,1,2,5,2,8.0,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
17,4,2,1,4,0,4,2,3,1,1,4,6,13.0,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
19,4,3,1,2,0,4,3,1,1,1,1,12,11.0,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False
18,2,1,1,2,0,5,2,4,1,2,4,8,14.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False
17,2,2,1,4,0,3,4,1,1,1,2,0,6.333333333333333,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
18,4,3,1,2,0,3,1,2,1,3,2,21,17.666666666666668,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
18,4,3,1,2,0,4,3,2,1,1,3,2,8.0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False
18,3,2,1,3,0,5,3,2,1,1,3,1,12.333333333333334,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False
17,3,3,1,3,0,3,2,3,1,1,4,4,9.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False
18,2,2,1,3,0,4,3,3,1,1,3,0,6.333333333333333,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
18,3,4,2,2,0,4,2,5,3,4,1,13,17.0,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
17,3,1,1,2,0,5,4,4,3,4,5,2,9.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
18,4,4,2,2,0,4,3,4,2,2,4,8,11.0,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False
18,4,2,1,2,0,5,4,5,1,3,5,10,9.666666666666666,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
18,2,1,2,2,0,4,3,5,1,2,3,0,2.0,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True
19,3,3,1,2,2,4,3,5,3,3,5,15,9.0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
18,2,3,1,4,0,4,5,5,1,3,2,4,14.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
18,1,1,2,2,0,4,4,3,1,1,3,2,11.0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False
17,1,2,1,2,0,3,5,2,2,2,1,2,14.333333333333334,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True
17,2,4,2,2,0,4,3,3,1,1,1,2,10.0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
17,2,2,2,2,0,4,4,4,2,3,5,6,12.0,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True
18,3,2,2,2,0,4,1,1,1,1,5,75,9.333333333333334,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
18,4,4,2,1,0,3,2,4,1,4,3,22,9.0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False
18,4,4,1,2,1,2,4,4,1,1,4,15,8.333333333333334,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True
18,4,3,2,1,0,4,2,3,1,2,1,8,10.333333333333334,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False
17,4,1,2,1,0,4,5,4,2,4,5,30,8.0,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
17,3,2,1,1,1,4,4,4,3,4,3,19,10.0,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
18,1,1,2,4,0,5,2,2,1,1,3,1,12.0,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
18,1,1,2,2,0,5,4,4,1,1,4,4,9.0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False
17,2,2,1,2,0,5,4,5,1,2,5,4,10.0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False
17,1,1,1,2,0,4,3,3,1,2,4,2,11.0,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
18,2,2,1,3,0,4,3,3,1,2,2,5,18.333333333333332,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
17,1,1,1,3,0,4,3,3,1,1,3,6,12.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
18,2,1,1,3,0,4,2,4,1,3,2,6,14.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False
18,4,4,1,2,0,5,4,3,1,1,2,9,14.333333333333334,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
18,4,2,1,2,0,4,3,2,1,4,5,11,11.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
17,4,3,1,3,0,4,2,2,1,2,3,0,15.0,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
18,2,1,1,2,1,5,4,3,1,1,5,12,12.333333333333334,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
17,3,1,2,4,0,3,1,2,1,1,3,6,18.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False
18,3,2,2,3,0,5,4,2,1,1,4,8,13.666666666666666,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
17,3,3,1,1,0,4,4,3,1,3,5,4,12.333333333333334,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
19,4,4,2,2,0,2,3,4,2,3,2,0,6.333333333333333,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
18,4,3,2,2,0,4,4,5,1,2,2,10,8.666666666666666,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
18,4,3,1,4,0,4,3,3,1,1,3,0,13.666666666666666,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
18,4,4,1,1,0,1,4,2,2,2,1,5,15.666666666666666,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
18,4,4,1,2,0,4,2,4,1,1,4,14,11.0,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True
17,4,4,2,1,0,4,1,1,2,2,5,0,10.666666666666666,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False
17,4,2,2,3,0,4,3,3,1,1,3,0,13.666666666666666,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
17,3,2,1,4,0,5,2,2,1,2,5,0,17.333333333333332,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False
19,3,3,1,2,1,4,4,4,1,1,3,20,14.0,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True
18,2,4,1,2,1,4,4,3,1,1,3,8,12.666666666666666,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
20,3,2,1,1,0,5,5,3,1,1,5,0,17.666666666666668,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False
19,4,4,2,1,1,4,3,4,1,1,4,38,8.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
19,3,3,1,2,1,4,5,3,1,2,5,0,13.0,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True
19,1,1,1,2,1,4,4,3,1,3,3,18,10.666666666666666,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False
19,1,2,1,2,1,4,2,4,2,2,3,0,6.0,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True
19,2,1,3,2,0,3,4,1,1,1,2,20,13.0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True
19,1,2,1,2,1,4,5,2,2,2,4,3,11.666666666666666,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
19,3,2,2,2,1,4,2,2,1,2,1,22,11.333333333333334,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True
19,1,1,1,3,2,4,1,2,1,1,3,14,13.666666666666666,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
19,2,3,1,3,1,4,1,2,1,1,3,40,11.666666666666666,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
18,2,1,2,2,0,5,3,3,1,2,1,0,5.333333333333333,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
18,4,3,1,3,0,4,3,4,1,1,5,9,9.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
17,3,4,1,3,0,4,3,4,2,5,5,0,10.666666666666666,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False
18,4,4,1,2,0,4,4,4,3,3,5,2,11.0,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
17,4,3,1,2,0,5,2,2,1,2,5,23,13.0,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
17,2,2,1,2,0,4,2,2,1,1,3,12,9.666666666666666,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True
17,2,2,1,3,0,3,3,2,2,2,3,3,11.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
17,3,1,1,3,0,3,4,3,2,3,5,1,13.666666666666666,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False
17,0,2,2,3,0,3,3,3,2,3,2,0,15.333333333333334,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
18,4,4,1,3,0,4,3,3,2,2,3,3,10.666666666666666,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False
17,3,3,1,1,0,4,3,5,3,5,5,3,15.0,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False
17,2,2,4,1,0,4,4,5,5,5,4,8,10.333333333333334,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False
17,4,4,1,3,0,5,4,4,1,3,4,7,9.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
17,4,4,2,3,0,4,3,3,1,2,4,4,14.0,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True
18,2,2,1,4,0,4,5,5,2,4,5,2,8.333333333333334,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
17,2,4,1,3,0,4,4,3,1,1,5,7,13.333333333333334,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True
18,3,3,1,2,0,5,3,4,1,1,4,0,2.3333333333333335,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False
18,2,2,1,2,0,4,3,3,1,1,2,0,5.333333333333333,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True
18,2,2,2,4,0,4,4,4,1,1,4,0,6.333333333333333,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False
17,3,4,1,3,0,4,4,5,1,3,5,16,15.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
19,3,1,1,3,1,5,4,3,1,2,5,12,13.333333333333334,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False
17,3,2,1,2,0,4,3,2,2,3,2,0,5.0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
18,3,3,1,4,0,5,3,3,1,1,1,7,16.0,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False
17,3,2,1,2,0,4,3,3,2,3,2,4,9.666666666666666,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
19,2,1,1,3,1,4,3,4,1,3,3,4,11.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
18,4,4,1,2,1,4,3,3,2,2,2,0,6.666666666666667,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
